genes,GSM399666,GSM399667,GSM399669,GSM399676,GSM399679,GSM399682,GSM399685,GSM399689,GSM399717,GSM399718,GSM399719,GSM399761,GSM399762,GSM399763,GSM399765,GSM399766
ACAT1,3.506239103,3.762962927,3.617991416,3.707043408,3.570250248,3.450248713,3.378392005,3.357073901,3.681201768,3.396151306,3.338208586,3.504031778,3.544810307,3.499649984,3.486653026,3.357125435
ACAT2,4.891941862,5.110700273,4.887415222,4.817746844,4.542288489,4.622230923,4.392932882,4.487986677,4.896513548,4.764488714,5.174876287,4.881974103,4.738870576,4.449473908,4.891740941,5.082436025
ACBD3,5.918148907,6.046323523,6.021773511,5.958373987,6.030382859,6.134612381,5.607083837,5.364907554,6.204480584,6.073704782,5.987572316,6.062804186,6.103485969,6.174184703,6.329499974,6.107620209
ACBD4,5.524550035,5.483257187,5.578814356,5.755733802,5.297109994,5.259032716,5.398736523,5.316917749,5.31917803,5.538734461,5.608739646,5.556708607,5.461322816,5.587239751,5.473311543,5.601131192
ACBD5,6.19405178,5.797576157,6.247628814,5.988714234,6.003214116,5.888158056,5.758377653,5.465148733,6.079664342,6.256103363,6.000584272,6.144268067,6.043341672,5.96907413,6.276903621,5.333341369
ACCS,5.253172691,5.13238899,5.160263567,5.457488484,5.66028259,6.044366565,5.423955288,6.451608661,6.389737601,5.654244325,5.486605081,5.289744691,4.972341201,5.85837144,5.500388603,7.52890714
ACD,5.623235964,4.951183316,4.990901536,5.032820452,4.809277205,5.227776953,4.937034197,4.918563122,5.332410174,5.023246424,5.265174246,5.25895346,4.921899735,4.867420831,4.564573467,5.230263411
ACE,2.591810268,2.927674934,2.572352449,2.661339273,2.353254551,2.46333497,2.842144863,2.754192344,2.730282282,2.536539123,2.523753225,2.458414875,2.638355253,2.402437132,2.626012245,2.510937848
ACE2,1.746380825,2.238751383,1.976241943,2.127292784,2.212924088,1.932845486,1.931851563,2.168836074,1.870518977,1.900070799,1.75279641,2.011282943,2.06909966,2.029021219,1.897072,1.751843691
ACER1,3.045825986,2.922435794,3.02091412,3.323989292,2.692915538,3.027834593,2.508904971,2.890335971,2.745845782,2.611977505,2.802183192,2.80134223,2.993036243,3.057254332,3.003619166,2.776008312
ACER2,2.780324879,3.505640369,3.431331542,3.948817014,4.634604875,2.841479543,3.539451401,3.273789276,2.622530922,3.095940279,3.206436883,3.034767243,2.765826431,2.929328067,3.184920025,2.721200767
ACER3,4.604058437,4.965455655,4.851904129,5.156487461,4.983791693,4.731184432,4.874969736,5.012942996,5.030705948,5.125380578,4.657010906,4.644120841,4.868060529,4.98887739,5.220459372,5.018792808
ACHE,3.040568076,3.296983632,3.214977949,3.127930085,2.975877381,2.950126975,3.088451818,2.993292107,3.002444608,2.897735464,2.913630218,3.009745622,3.322493305,3.04464754,2.951534377,2.821825749
ACIN1,5.780440921,5.575951573,5.412009289,5.333088229,4.933575401,5.206480093,5.984419991,5.321133993,5.403527943,5.457980957,5.365607949,5.727180611,5.457182171,5.880489559,6.079935778,6.087038326
ACKR1,3.007515594,2.905924719,2.933013294,3.02134089,3.071661945,3.013528766,3.072765553,3.180961543,3.436396578,3.028255569,2.901838359,2.859771275,2.868201034,2.988625286,3.018637635,3.1892147
ACKR2,2.985070737,3.269482767,2.867979601,2.907412344,3.268646698,3.073502789,3.001695869,3.240260455,3.107578422,3.046786003,2.971146789,3.103589977,3.080003029,2.969975857,2.906531395,3.197162988
ACKR3,3.604896316,2.664111456,2.772894177,3.015331498,3.08167715,2.763299128,3.045018289,3.624170395,3.168778958,3.485880671,3.459975157,3.200338075,2.895019383,3.131408575,4.141763251,3.252851417
ACKR4,1.212342669,1.512167551,1.556660067,1.190232188,1.320521183,1.419740406,1.427690571,2.082221703,1.846474514,1.577674258,1.123679569,1.312351495,1.619840346,1.394335348,1.420573634,1.540981754
ACLY,6.992621339,6.715893046,6.619937586,6.728369718,6.78354665,6.67937452,6.904785089,6.748211816,6.636706662,6.816991476,6.595014138,6.574283026,6.62229288,6.668256773,6.989144618,6.507160012
ACMSD,1.957884063,2.060310809,1.704303086,1.994067645,1.946991456,1.870654573,1.877329505,1.887769327,2.049276517,2.110378526,1.890550275,1.994887991,1.945041352,1.639626561,1.717499991,1.82228477
ACO1,3.443940318,3.291375615,3.3244019,3.378164457,3.21867911,2.991535513,3.475569678,3.23333238,3.410861429,3.382430426,3.542143978,3.368095631,3.103390956,3.377615627,3.268580166,2.863594296
ACO2,4.506081718,4.613827274,4.207368471,4.32695005,4.393480874,4.148100967,4.417873056,3.808210451,4.205082843,4.17872872,4.29724817,4.112439588,3.899562508,4.16220009,4.245776615,4.181780568
ACOD1,1.555099506,2.332642727,2.136391817,1.868665807,2.112801152,1.914364984,1.772027122,2.106150795,2.170566952,1.785423125,1.8880191,1.651602339,1.975507113,1.854834899,1.911588991,1.355187378
ACOT11,2.897441293,3.116627711,2.915525845,3.177316498,3.119291436,2.881077258,2.954291224,3.212812606,3.13601636,2.832440018,2.802929442,2.91907767,2.88647018,2.842019497,2.70940807,3.092637005
ACOT12,1.379554998,1.673377892,1.39583611,1.406733517,1.500891458,1.380351086,1.528539293,1.498048366,1.577763127,1.109930503,1.491428276,1.406733517,1.200584215,1.220994644,1.131755791,1.423162772
ACOT13,5.354809044,5.747127211,6.098104337,5.598869082,5.228662352,6.086673205,5.930118422,5.851646326,5.424946079,5.242927903,5.409491836,5.688879239,5.844987401,5.393457846,5.533112596,4.854011088
ACOT4,3.40532178,2.659668346,2.503201779,2.290763744,2.21451007,2.493329263,1.896674829,2.535783606,2.033680046,2.609863084,2.704176984,2.288842808,2.684149222,2.582042853,2.490043508,2.894806747
ACOT6,1.370838954,1.764317227,1.340950936,1.591288484,1.788554075,1.818276321,1.584355915,2.067431547,1.264897729,1.312960384,1.257616491,1.121142082,1.396032418,1.277813625,1.387851698,1.746325834
ACOT7,4.668197132,5.342873397,4.736503236,5.14474029,4.73404719,4.298141223,4.577334558,4.499750233,4.372836744,4.69740868,4.469638184,4.723151416,4.580233892,4.58674483,4.724294176,4.521935892
ACOT8,4.817966834,5.266771561,4.686799075,4.899346868,4.352036454,4.727089198,4.808921386,4.833707463,5.001190258,4.774018041,4.970773035,4.84230806,4.831198764,4.774448176,4.596120749,4.68729643
ACOT9,8.421302253,8.967441961,9.19525912,8.639239281,8.77608025,8.535246219,8.438215178,8.338611581,8.548281548,8.16130285,8.053392196,7.965244623,8.502528815,8.043783909,8.084256265,8.743748303
ACOX1,5.08594171,5.140015856,5.437045766,5.400546187,5.319275502,5.411059997,5.291553295,5.440149033,5.291185664,5.114754444,5.247351999,5.299126678,5.256470469,5.295761349,4.953817255,4.58677897
ACOX2,3.192505578,3.807577092,3.275408011,3.712772872,3.175807692,3.486093194,2.978192413,3.536668229,3.45693611,2.830546274,2.863049944,3.036449004,3.164800585,3.210569491,2.530485464,3.01605191
ACOX3,4.477211774,4.361757187,4.36233034,4.346555729,4.631647305,4.341183625,4.181911548,4.594451279,4.340855504,4.124122266,4.329754771,3.95882952,4.008581298,4.067985116,4.534514688,4.025134165
ACOXL,2.426090929,2.744283206,2.592590484,2.328671073,2.5819398,2.266347196,2.599784327,2.319152105,2.697112261,2.155459423,2.505299029,2.259299742,2.475096906,2.491958552,2.295069695,2.279691449
ACP1,6.210065631,6.018319019,6.224137613,6.158078274,6.126817135,5.986895385,5.726528127,5.89438122,6.133126935,6.195368715,6.362309472,6.356252418,6.094831161,6.017963469,6.443044092,5.384210631
ACP2,5.878388219,6.361184378,6.16757176,5.668834973,5.943128468,5.205245129,5.164165177,5.193066474,5.364477446,5.525443794,5.302793485,4.984648302,5.013500429,5.281709274,5.307928636,5.052553211
ACP3,4.102285498,4.23390989,3.833811263,4.317378596,3.99976511,4.454942061,3.796528984,4.146582651,4.138604621,4.029222395,3.87843195,3.75151459,3.91529476,3.833332439,4.040544851,4.049623424
ACP4,5.909677049,5.858257281,5.863840611,5.592221941,5.703922515,5.782596399,5.586035811,5.737853701,5.676093322,5.418947369,5.454040189,5.350411902,5.137363922,5.386863858,5.250322126,5.847980127
ACP5,5.550325831,6.566630997,5.464131873,5.419724426,5.662402222,6.079784304,5.279136787,5.177870384,5.798927291,5.911973118,5.913651209,5.282824833,5.058423235,5.39399357,5.40080017,5.252264635
ACP6,3.823408226,3.879473018,3.756937607,4.191661025,3.776800864,3.911512301,3.844707882,3.830468132,3.917882953,3.841044326,3.759288853,3.997063454,3.409661372,3.852341685,3.651112915,3.631902731
ACR,2.698436552,2.807351391,2.677568268,3.083627387,2.843968234,2.558321094,2.756761369,2.421305677,2.617099255,2.565943947,2.578207913,2.512128118,2.721915465,2.627999442,2.61899884,2.595440577
ACRBP,5.511531076,6.944081812,7.012359866,6.989094571,7.409617209,6.338313054,6.960657142,7.331175711,6.584114051,6.302649204,6.526710004,6.650798823,6.355874548,6.684342852,6.512954025,5.909596397
ACRV1,3.135936016,3.244104186,3.373697519,3.243513831,3.472471331,3.294233703,3.32255992,3.289706636,3.200776935,2.995687961,3.045687905,2.922428084,3.20663202,3.163193386,3.018107212,3.020449652
ACSBG1,2.426970966,2.857041123,2.764178791,3.22393408,2.993249073,2.54103894,2.861664913,3.313511907,2.904290129,2.756668,2.504801461,2.981779394,2.916145458,2.778854149,2.899357687,2.258392982
ACSBG2,2.521306174,2.487103654,2.50117962,2.320070945,2.323905897,2.663163035,2.700343944,3.038940502,2.548860874,2.801491096,2.434400992,2.692107402,2.358292609,2.502448447,2.447491957,2.520674663
ACSF2,4.222303093,4.279548143,4.195023356,3.734830879,3.779932284,3.90009823,4.138007216,4.192598371,4.066880041,4.068149602,3.808550759,3.460052811,3.60747294,3.974365001,4.048093089,4.578383645
ACSF3,3.299799566,3.581647124,3.66399156,3.158882442,3.419023833,3.416940788,3.419296269,3.302533235,3.386202938,3.628556215,3.333150526,3.256113877,3.12553276,3.395734811,3.475449197,3.679387719
ACSL1,10.03450558,10.28170932,10.33586933,10.86581369,10.39840424,10.39624751,10.76313712,10.82600834,10.40347157,10.05025275,10.02803961,10.61899331,10.55946869,10.55876732,9.639615747,9.879263926
ACSL3,5.933240888,6.446106582,6.188298135,6.183922308,6.178236472,6.067139132,6.005735706,6.516652668,6.086763561,6.073058841,5.969440122,6.103252439,6.253289355,6.034912697,6.200634386,6.083724341
ACSL4,5.246043243,6.186574282,5.676312133,5.672682321,5.801189931,5.316845913,5.712744629,5.575740099,5.828005861,6.38522417,5.537752718,6.211279163,5.949986769,6.491374756,5.457072924,6.81812872
ACSL5,6.305215201,6.813145621,6.312978466,5.832947551,6.245765112,5.899774992,6.241716403,6.421823177,6.448999774,6.16748738,6.491493345,6.418325225,6.407014015,6.127538768,6.697724123,6.761617357
ACSL6,3.325004423,2.781166668,3.088931372,3.229625167,2.852825863,3.163691834,2.783473814,3.405223226,3.20042649,3.261970429,3.165437112,3.317328972,2.916452124,3.073187661,3.165649852,3.044596254
ACSM1,1.978009585,2.038442795,1.955458394,1.905516543,1.889737443,1.844145833,1.846061849,2.273096131,2.072085942,1.89858963,1.87160019,1.832619809,1.913527342,1.818900038,1.925978608,1.912993977
ACSM2A,0.994580865,1.03250584,1.04610161,1.193243687,1.041059306,1.002701911,0.966205601,1.295321097,1.090518791,1.127711135,0.945993609,1.023194445,0.986370495,1.189575656,1.087656358,0.896866749
ACSM2B,2.074803979,2.147116441,1.882106962,2.209184256,1.978629622,1.964258117,2.335679474,2.244246652,2.4572828,1.513836654,1.878492073,1.736209328,1.684896182,1.546547982,1.736209328,1.651792081
ACSM3,2.83572643,2.479865509,2.753828392,2.773051667,2.711182268,2.71371767,2.677260897,2.645837567,2.795772748,2.835158685,2.820320193,3.023272807,2.879676702,2.487089147,2.818131445,2.790077922
ACSM5,2.297716898,2.491462332,2.422208966,2.364834826,2.347145657,2.399582593,2.481796889,2.391669384,2.471326249,2.085461062,2.191743636,2.272470934,2.302494497,2.393956956,2.288951279,2.398376712
ACSS1,3.668444575,3.785234236,3.612396396,3.585146624,3.629272262,3.578224111,3.758487575,3.67850491,3.887120994,3.975811884,3.817290283,3.816221193,3.729351548,3.770772396,3.600745078,3.9081205
ACSS2,5.602670224,5.983021142,5.622452241,5.445642455,5.839323469,5.882308615,5.630690867,5.879699145,5.633622587,5.563205186,5.557977675,5.494326976,5.502750353,5.764669744,5.389582819,5.711628293
ACSS3,1.670037466,1.936008248,1.955667533,1.72844869,1.717730836,1.99784225,1.70130094,2.28160811,1.97509792,1.697472631,1.773286096,1.549735181,1.819026568,1.82212468,1.585916911,1.940514927
ACTA1,1.765907677,1.778735657,2.282901864,1.938649391,1.805347313,2.141214909,1.79193492,1.869148568,1.858856105,1.928317112,1.786309411,1.744850364,1.915147199,2.00192922,1.910930744,1.894028094
ACTA2,2.868621521,2.99086716,3.049691485,2.446577771,2.653668651,2.670330749,2.830502468,2.661740195,3.031499079,2.711184577,2.653740914,2.719411779,2.793779512,2.682284174,2.507104615,2.940293808
ACTA2-AS1,2.134089752,2.623499626,2.82246835,2.30935664,2.501638217,1.983156326,2.35277191,2.564307456,2.284168167,1.98387015,2.232240908,1.754223015,2.248112232,1.80958572,1.825688796,2.022479904
ACTB,12.92619397,12.71714488,12.93082144,13.01130967,12.95460837,12.88407605,12.90677616,12.18527653,12.72115623,12.7192292,12.7685848,12.53633329,12.59734305,12.65060521,12.48361363,12.54052091
ACTC1,4.401496575,4.454927318,4.377254958,4.624909675,4.579198877,4.61253804,4.602646306,4.375455055,4.741865292,4.309265249,4.550615549,4.308321782,4.394914437,4.467471542,4.474094553,4.127585096
ACTG1,12.20714995,11.8107502,11.9742567,12.16305401,12.13526781,12.0778818,11.99450263,11.72030424,11.80914606,11.99948839,11.91290756,11.74325627,11.74548287,11.87656321,11.87935105,11.85562443
ACTG1P17,2.996185947,2.79462675,2.846551018,2.956266016,2.960307255,2.994848199,3.023470109,2.930123062,2.928135402,2.908221625,2.92569574,2.839468039,2.967398326,2.957167292,2.766573522,2.707938746
ACTG1P25,2.632052813,2.888429554,2.662852788,3.363168395,2.922175597,2.810942798,3.185963163,3.391795723,3.442373498,2.929005901,2.827101384,2.745506938,2.533399185,2.843993007,2.925770821,2.69158054
ACTG2,3.434174162,3.675970935,3.394338902,3.742198723,3.758970814,3.42860848,3.444898391,3.568668635,3.585742473,3.163331247,3.251247676,3.087625002,3.44293131,3.330762329,3.303704321,3.126110378
ACTL10,3.810555531,3.675530848,3.586046041,3.875242268,3.815016324,3.529715396,2.883401234,4.003179125,3.445093352,3.932900818,3.559893682,4.302821382,3.498208658,3.80020885,4.04955341,3.455706186
ACTL6A,6.152673011,5.486064332,6.043696228,6.156559363,6.45000969,6.080881134,5.386165371,6.014798796,5.797478592,6.422885979,6.196969917,6.462838723,6.296677923,5.968241337,6.406168075,5.932535747
ACTL6B,2.186965307,2.634832209,2.722633672,2.665556753,2.20988914,2.560880899,2.341998634,2.456495908,2.346386824,2.256661899,2.420676078,2.45795562,2.33375523,2.088982333,2.649548499,2.314031522
ACTL7A,3.754858342,3.73684947,3.934237834,3.39000047,3.867902471,3.391359569,3.512053238,3.268182959,3.695866196,3.35010826,2.762251153,3.496381779,3.079540855,3.553374943,3.567006937,2.753832009
ACTL7B,2.607253998,3.046246621,2.938900866,2.84021777,2.78129277,2.782439393,2.600391011,2.930378386,2.572030472,2.665901848,2.763787813,3.113086153,2.544430647,2.637889368,2.80993137,2.692163992
ACTL8,3.976468961,4.504170173,4.023186795,4.339501677,4.044506763,4.533211268,4.706036523,4.131621839,4.529008834,4.586627338,4.442848838,4.600686532,4.440633334,4.667256446,4.266497493,4.463735169
ACTL9,1.405558763,1.395548351,2.240299409,1.219388051,1.387122768,1.459737024,1.301407227,1.171592243,1.25755564,1.07996465,1.28141752,1.368564934,1.5879465,1.267491613,1.317901609,1.712247664
ACTN1,7.760132164,7.991609547,8.151333348,8.331467896,8.008538495,7.960813717,8.441923634,7.983286361,7.925578216,8.076179627,7.873984165,7.859465368,7.802676545,7.858146428,7.57209046,7.843741241
ACTN2,1.922485503,2.147529886,1.957836507,1.916187943,1.98917668,2.009378289,2.024794563,2.085159814,2.009182842,2.040013391,1.769494664,2.039436712,1.987977146,1.986758916,1.911305273,1.889745101
ACTN3,3.141215448,3.642335961,3.095466555,3.147203704,3.378928334,3.323703542,3.132053267,2.966194719,3.353331233,3.212754245,2.893579155,3.181518136,3.482286701,3.258437027,2.620123254,3.190680316
ACTN4,8.321866439,7.806343437,7.890345722,7.760536412,7.116192192,7.921056727,8.042164019,7.061257526,7.860691447,7.771553924,7.697766176,7.287995356,7.474403166,7.695256487,7.168254521,7.614358317
ACTR10,8.594575649,8.499705879,8.680256147,8.752195446,8.634208598,8.60622137,8.484543705,8.691579291,8.577372122,8.507619128,8.547758042,8.675810611,8.629595221,8.73610808,8.662560821,8.222451763
ACTR1A,6.341864831,6.571417755,6.526240035,6.348687589,6.107323119,6.283817622,6.171116486,6.032461017,6.269271358,6.273010326,6.169821432,6.014102367,6.028899194,6.134926564,6.086965934,6.22495849
ACTR1B,6.138172395,5.336570976,5.975914221,5.833322862,5.621247016,5.773305352,5.528318281,5.409721619,5.938891339,5.820322683,6.006243152,5.956868763,5.465065454,5.267935641,5.751165849,5.490299472
ACTR2,7.853006543,7.631547197,7.913470045,8.110615547,8.122998864,8.060163259,7.975483065,6.969896401,8.07430473,7.957787917,7.987910121,7.370279227,7.866272084,7.837984246,7.70611044,6.814538107
ACTR3,8.705475684,8.566308925,8.72193279,8.77015302,8.837372259,8.842204447,8.685280655,8.701464813,8.96109764,9.058052844,8.932050084,8.947231362,9.006335983,9.047517241,8.788688024,8.819237488
ACTR3-AS1,1.467722291,1.528193398,1.929090466,1.690858045,1.500891458,1.685610442,1.804602342,1.957233034,1.845534151,1.497492431,1.717407487,1.525947137,1.626002974,1.480972934,1.870250371,1.923162021
ACTR3B,4.010929068,3.977046743,3.895490677,4.309060617,4.109799836,3.880930792,4.016422531,4.501829072,4.155268881,4.312724587,4.31639627,4.28563423,4.012574537,4.235383754,4.067101396,3.783131871
ACTR3BP2,1.863547806,2.373375232,2.028113222,2.077521658,2.483472085,2.376538999,2.148076223,2.256641333,2.181992898,1.972690538,2.263210839,2.217736806,1.938432316,1.85625534,2.098167831,1.822381197
ACTR3C,2.460828806,2.985729504,2.510889325,2.568689595,2.716679231,2.31557779,2.351899794,2.706674163,2.586084152,2.484734426,2.471831251,2.458548494,2.184134115,2.524306862,2.512501097,2.093176793
ACTR5,4.675828017,4.433914543,4.233027098,4.268902423,4.359845188,4.10874033,4.257459543,4.13595466,4.581403217,4.798109117,4.752498099,4.755011726,4.288264601,4.568411195,4.688687317,4.470825936
ACTR6,5.102263812,5.566939534,5.280090856,5.406910564,5.224344912,5.167374168,5.019182708,5.496296067,5.429956895,5.442540917,5.361693908,5.620552173,5.339669487,5.36630915,5.573424965,5.345606117
